"Organisation","Full Name","Post Title","Office Tel"
"Architectural Services Department","Mrs. LAM YU Ka Wai, Sylvia, JP","Dir of Architectural Services","2867 3601"
"Architectural Services Department","Ms. HO Wing Yin, Winnie, JP","Dep Dir of Architectural Services","2867 3603"
""
"Organisation","Service Name","Office Tel"
"Architectural Services Department","General Enquiries","2867 3628"
""
"Organisation","Department","Full Name","Post Title","Office Tel"
"Architectural Services Department","Headquarters,Financial Information and Control Section","Ms. TANG Hing Tuen, Esther","Sr Try Accountant","2867 4000"
"Architectural Services Department","Headquarters,Financial Information and Control Section","Mr. WAN Wing Ying","SEO(Acct)","2867 4003"
"Architectural Services Department","Headquarters,Financial Information and Control Section","Ms. TANG Hoi Yin, Helen","EO(Acct)","2867 4004"
"Architectural Services Department","Headquarters,Financial Information and Control Section","Mr. LAW Hok Man, Adam","Acct Offr(Capital Works)A","2867 4006"
"Architectural Services Department","Headquarters,Financial Information and Control Section","Ms. NG Wai Yee, Venus","Acct Offr(Capital Works)B","2867 4005"
"Architectural Services Department","Headquarters,Financial Information and Control Section","Mrs. MA TANG Yin Sheung, Hetty","SCO(Acct)","2867 4007"
"Architectural Services Department","Headquarters,Financial Information and Control Section","Ms. TIN Kit Ling, Candy","CO(A1)","2867 4008"
"Architectural Services Department","Headquarters,Financial Information and Control Section","Ms. LEUNG Kit Ching","CO(A2)","2867 4011"
"Architectural Services Department","Headquarters,Financial Information and Control Section","Ms. WONG Kwan Yi","CO(A3)","2867 4022"
"Architectural Services Department","Headquarters,Financial Information and Control Section","Ms. TONG Ngan Ying, Shelly","CO(A4)","2867 4013"
"Architectural Services Department","Headquarters,Supplies Section","Mr. SUEN Cheuk Yin","Supplies Officer","2867 4002"
"Architectural Services Department","Headquarters,Supplies Section","Ms. CHAN Shuk Wah, Olivia","Supplies Supvr I/General 3","2867 3489"
"Architectural Services Department","Headquarters,Supplies Section","Ms. KWOK Man Sai","Supplies Supvr II/Procurement","2867 4015"
"Architectural Services Department","Headquarters,Supplies Section","Ms. CHENG Yuk Fung","Supplies Supvr II/Stores &amp; Inv","2867 3433"
"Architectural Services Department","Headquarters,Supplies Section","Ms. LEUNG Kit Bing","Supplies Supvr II/Project &amp; General","2867 3465"
"Architectural Services Department","Architectural Services Department,Architectural Branch","","",""
"Architectural Services Department","Architectural Branch,Division 1","Mr. WAN Chuck Kwan, Thomas","Ch Architect/1","2867 3798"
"Architectural Services Department","Architectural Branch,Division 1","Mr. LAU Tin Hang, Peter","Sr Architect/11","2867 3938"
"Architectural Services Department","Architectural Branch,Division 1","Mr. LI Pui K, Kevin","Sr Architect/12","2867 3942"
"Architectural Services Department","Architectural Branch,Division 1","Mr. LAW Sin Hang, Billy","Sr Architect/13","2867 3322"
"Architectural Services Department","Architectural Branch,Division 1","Mr. KUNG Chiu Leung","Sr Field Offr/Landscape/2","2867 3896"
"Architectural Services Department","Architectural Branch,Division 1","Mr. CHEUNG Tat Wing","Sr Field Offr/Landscape/3","2867 3359"
"Architectural Services Department","Architectural Branch,Division 1","Mr. CHAN Ho Yin, Yannis","Architect/101","2867 3943"
"Architectural Services Department","Architectural Branch,Division 1","Ms. WONG Hoi Ming","Architect/102","2867 3937"
"Architectural Services Department","Architectural Branch,Division 1","Mr. NGAI Ying Kin, Kenny","Architect/103","2867 3944"
"Architectural Services Department","Architectural Branch,Division 1","Miss LOUIE Pui Kei, Peggy","Architect/104","2867 3662"
"Architectural Services Department","Architectural Branch,Division 1","Miss CHAN Tsz Yu, Geri","Architect/105","2867 5719"
"Architectural Services Department","Architectural Branch,Division 1","Ms. AU Pui Mei, Selah","Architect/106","2867 4199"
"Architectural Services Department","Architectural Branch,Division 1","Miss NG Ka Ling, Sarah","Architect/107","2867 3463"
"Architectural Services Department","Architectural Branch,Division 1","Miss SUNG Hiu Tung","Architect/111","2867 3949"
"Architectural Services Department","Architectural Branch,Division 1","Miss SUM Chak Wai","Landscape Architect/9","2867 3873"
"Architectural Services Department","Architectural Branch,Division 1","Mr. SHIU Wing Wa","Prin Tech Offr(A)/AB1/1","2867 3230"
"Architectural Services Department","Architectural Branch,Division 1","Mr. KWONG Kwok Wai","Sr Tech Offr(A)/AB1/1","2867 3950"
"Architectural Services Department","Architectural Branch,Division 1","Mr. HO Kin Man","Sr Tech Offr(A)/AB1/2","2773 2467"
"Architectural Services Department","Architectural Branch,Division 1","Mr. LAW Wing Hong","Sr Tech Offr(A)/AB1/3","2867 3952"
"Architectural Services Department","Architectural Branch,Division 1","Mr. CHOW Hon Wing","Sr Tech Offr(A)/AB1/4","2867 3553"
"Architectural Services Department","Architectural Branch,Division 1","Mr. WONG Tak Cheung","Sr Tech Offr(A)/AB1/5","2867 3953"
"Architectural Services Department","Architectural Branch,Division 1","Mr. WONG Wai Yip","Sr Tech Offr(A)/AB1/6","2867 3951"
"Architectural Services Department","Architectural Branch,Division 1","Ms. YEE Wai Ying, Rosana","Sr Tech Offr(A)/AB1/7","2867 3689"
"Architectural Services Department","Architectural Branch,Division 1","Ms. SUEN Choi Lin, Lin","EA/AB1","2867 3361"
"Architectural Services Department","Architectural Branch,Division 1","Mr. AU Kwok Yuen","SCO","2867 3935"
"Architectural Services Department","Architectural Branch,Division 1","Mrs. NG HUI Mei Sheung, Cheri","CO","2867 3900"
"Architectural Services Department","Architectural Branch,Division 2","Mr. CHUNG Ming Cheong","Ch Architect/2","2867 3652"
"Architectural Services Department","Architectural Branch,Division 2","Mr. LO Chi Sing, Jacen","Sr Architect/21","2867 3946"
"Architectural Services Department","Architectural Branch,Division 2","Mr. AU Tat Wing, Esmond","Sr Architect/22","2867 3611"
"Architectural Services Department","Architectural Branch,Division 2","Mr. TSANG Wai Lun","Sr Architect/23","2867 3421"
"Architectural Services Department","Architectural Branch,Division 2","Miss FUNG Wai Min, Vivien","Sr Architect/24","2867 3804"
"Architectural Services Department","Architectural Branch,Division 2","Ms. LI Pak Yee, Tuesday","Sr Architect/25","2867 3776"
"Architectural Services Department","Architectural Branch,Division 2","Mr. SUEN Chun Sing","Architect/201","2867 3777"
"Architectural Services Department","Architectural Branch,Division 2","Mr. LAU Wai Kin, Tony","Architect/202","2867 3800"
"Architectural Services Department","Architectural Branch,Division 2","Mr. LEUNG Siu Ming, David","Architect/203","2867 3807"
"Architectural Services Department","Architectural Branch,Division 2","Miss CHENG Hiu Ying, Miffi","Architect/204","2867 3797"
"Architectural Services Department","Architectural Branch,Division 2","Mr. LEUNG Kin Hong","Architect/205","2867 3775"
"Architectural Services Department","Architectural Branch,Division 2","Ms. YIU Yuen, Tracy","Architect/206","2867 3801"
"Architectural Services Department","Architectural Branch,Division 2","Mr. CHAN Tsin Ching, Jim","Architect/207","2867 3806"
"Architectural Services Department","Architectural Branch,Division 2","Ms. CHIU Ning","Architect/208","2867 3865"
"Architectural Services Department","Architectural Branch,Division 2","Mr. SY Kin Man, Kevin","Architect/209","2867 3802"
"Architectural Services Department","Architectural Branch,Division 2","Ms. NG Ka Ki, Claudia","Architect/210","2867 3735"
"Architectural Services Department","Architectural Branch,Division 2","Mr. LO Yee Cheung, Adrian","Architect/212","2867 3477"
"Architectural Services Department","Architectural Branch,Division 2","Mr. LEUNG Chun Tat","Architect/231","2867 3305"
"Architectural Services Department","Architectural Branch,Division 2","Mr. WONG Kin Hung, Desmond","Prin Tech Offr (A)/AB2/1","2867 3866"
"Architectural Services Department","Architectural Branch,Division 2","Mr. KAM Nai Ming","Prin Tech Offr (A)/AB2/2","2867 5859"
"Architectural Services Department","Architectural Branch,Division 2","Ms. CHIU Yuet Wai","Sr Tech Offr(A)/AB2/1","2867 3778"
"Architectural Services Department","Architectural Branch,Division 2","Mr. KWOK Shu Kun","Sr Tech Offr(A)/AB2/2","2867 3789"
"Architectural Services Department","Architectural Branch,Division 2","Mr. CHOI Yun Keung","Sr Tech Offr(A)/AB2/3","2867 3810"
"Architectural Services Department","Architectural Branch,Division 2","Mr. CHAN Wai Kit, Zoddo","Sr Tech Offr(A)/AB2/4","2867 3410"
"Architectural Services Department","Architectural Branch,Division 2","Mr. HO Wai Keung","Sr Tech Offr(A)/AB2/5","2867 4183"
"Architectural Services Department","Architectural Branch,Division 2","Mr. LOU Wai Ching, Felix","Sr Tech Offr(A)/AB2/6","2867 3540"
"Architectural Services Department","Architectural Branch,Division 2","Mr. CHEUNG Kwok Yin","Sr Tech Offr(A)/AB2/7","2867 4135"
"Architectural Services Department","Architectural Branch,Division 2","Mr. NG Ka Man, Raymond","Sr Tech Offr(A)/AB2/8","2867 3539"
"Architectural Services Department","Architectural Branch,Division 2","Miss NGAN Sau Yu, Winnie","SCO/AB/2","2867 3468"
"Architectural Services Department","Architectural Branch,Advisory & Statutory Compliance Division","Mr. LEE Wing Hong","Ch Architect/ASC","2867 3616"
"Architectural Services Department","Architectural Branch,Advisory & Statutory Compliance Division","Mr. YUE Hon Man, Albert","Sr Architect/ASC/1","2867 3738"
"Architectural Services Department","Architectural Branch,Advisory & Statutory Compliance Division","Mr. CHAU Kwun Tong","Sr Architect/ASC/3","2867 4193"
"Architectural Services Department","Architectural Branch,Advisory & Statutory Compliance Division","Ms. CHEUNG Wan Fun, Vivian","Sr Architect/ASC/4","2867 3808"
"Architectural Services Department","Architectural Branch,Advisory & Statutory Compliance Division","Mrs. YUEN LI Yim Fong, Karen","Sr Architect/ASC/6","2867 3745 "
"Architectural Services Department","Architectural Branch,Advisory & Statutory Compliance Division","Miss YIP Wing Hang, Wendy","Architect/ASC/1","2867 3736"
"Architectural Services Department","Architectural Branch,Advisory & Statutory Compliance Division","Ms. NG Yee Ki, Yuki","Architect/ASC/2","2867 3742"
"Architectural Services Department","Architectural Branch,Advisory & Statutory Compliance Division","Miss LEE Long Yan, Janice","Architect/ASC/3","2867 3741"
"Architectural Services Department","Architectural Branch,Advisory & Statutory Compliance Division","Mr. LAM Pui Wing, Caspar","Architect/ASC/4","2867 3744"
"Architectural Services Department","Architectural Branch,Advisory & Statutory Compliance Division","Miss YIP Wing Hang, Wendy","Architect/ASC/5","2867 3736"
"Architectural Services Department","Architectural Branch,Advisory & Statutory Compliance Division","Mr. LAM Pui Wing, Caspar","Architect/ASC/6","2867 3744"
"Architectural Services Department","Architectural Branch,Advisory & Statutory Compliance Division","Mr. WONG Kai Ming","Architect/ASC/8","2867 3277"
"Architectural Services Department","Architectural Branch,Advisory & Statutory Compliance Division","Ms. NG Ming Shan, Grace","Architect/ASC/9","2867 3754"
"Architectural Services Department","Architectural Branch,Advisory & Statutory Compliance Division","Mr. LAM Hang Shing","Architect/ASC/11","2867 3737"
"Architectural Services Department","Architectural Branch,Advisory & Statutory Compliance Division","Mr. CHOI Chung Yung","Architect/ASC/12","2867 3756"
"Architectural Services Department","Architectural Branch,Advisory & Statutory Compliance Division","Mr. WAN Wah Yung","Architect/ASC/13","2867 3743"
"Architectural Services Department","Architectural Branch,Advisory & Statutory Compliance Division","Mr. YIP Sing","Prin Tech Offr(A)/ASC/1","2867 4188"
"Architectural Services Department","Architectural Branch,Advisory & Statutory Compliance Division","Mr. CHAN King Woon","Prin Tech Offr(A)/ASC/2","2867 3551"
"Architectural Services Department","Architectural Branch,Advisory & Statutory Compliance Division","Mr. MAK Tat Man","Sr Tech Offr(A)/ASC/1","2867 3357"
"Architectural Services Department","Architectural Branch,Advisory & Statutory Compliance Division","Mr. HO Pak Man","Sr Tech Offr(A)/ASC/2","2867 4186"
"Architectural Services Department","Architectural Branch,Advisory & Statutory Compliance Division","Ms. CHAN Mei Ling","Sr Tech Offr(A)/ASC/3","2867 3474"
"Architectural Services Department","Architectural Branch,Advisory & Statutory Compliance Division","Ms. TANG Lai King, Ginia","Sr Tech Offr(A)/ASC/4","2867 3554"
"Architectural Services Department","Architectural Branch,Advisory & Statutory Compliance Division","Ms. CHAN Kit Ha, Carmen","Sr Tech Offr(A)/ASC/6","2867 3697"
"Architectural Services Department","Architectural Branch,Advisory & Statutory Compliance Division","Mr. MA Cheuk Wa","Sr Tech Offr(A)/ASC/7","2867 3928"
"Architectural Services Department","Architectural Branch,Advisory & Statutory Compliance Division","Ms. TONG Kuai Leng, Connie","Sr Clerk of Works/ASC/(1)","2867 4185"
"Architectural Services Department","Architectural Branch,Advisory & Statutory Compliance Division","Mr. LAU Chun Hoi","Clerk of Works/ASC/1","2867 4260"
"Architectural Services Department","Architectural Branch,Advisory & Statutory Compliance Division","Mr. CHAN Ka Tung","Clerk of Works/ASC/2","2867 3725"
"Architectural Services Department","Architectural Branch,Advisory & Statutory Compliance Division","Miss PANG Wing Yan, Yanie","EO/AB","2867 3855"
"Architectural Services Department","Architectural Branch,Advisory & Statutory Compliance Division","Ms. LEUNG Ching Yee, Serina","SCO/ASC","2867 3478"
"Architectural Services Department","Architectural Branch,Central Management Division 2","Mr. IP Ching Wan","Ch Architect/CMD2","2154 3020"
"Architectural Services Department","Architectural Branch,Central Management Division 2","Ms. CHENG Wing Chun, Renata","Sr Architect 2/CMD2","2154 3124"
"Architectural Services Department","Architectural Branch,Central Management Division 2","Miss TAM Ho Yee, Joie","Sr Architect 3/CMD2","2154 3144"
"Architectural Services Department","Architectural Branch,Central Management Division 2","Mr. SAY Swee Kwong","Sr Architect 4/CMD2","2154 3145"
"Architectural Services Department","Architectural Branch,Central Management Division 2","Ms. MUI Suet Yan","Sr Bldg Services Engr 1/CMD2","2154 3134"
"Architectural Services Department","Architectural Branch,Central Management Division 2","Miss CHEUNG Ka Yi, Kelly","Architect 1/CMD2","2154 3148"
"Architectural Services Department","Architectural Branch,Central Management Division 2","Ms. POON Ming Sum, Santafe","Architect 3/CMD2","2154 3148"
"Architectural Services Department","Architectural Branch,Central Management Division 2","Mr. MA Kwok Fai","Architect 4/CMD2","2154 3147"
"Architectural Services Department","Architectural Branch,Central Management Division 2","Ms. LI Kwok Chi, Daphne","Architect 5/CMD2","2154 3203"
"Architectural Services Department","Architectural Branch,Central Management Division 2","Mr. WU Tze Man, Raymond","Architect 6/CMD2",""
"Architectural Services Department","Architectural Branch,Central Management Division 2","Ms. CHEUNG Lai Fong, Genal","Bldg Services Engr/CMD2","2154 3239"
"Architectural Services Department","Architectural Branch,Central Management Division 2","Mr. CHU Wing Wah","Sr Tech Offr(A)/CMD2","2154 3243"
"Architectural Services Department","Architectural Branch,Central Management Division 2","Mr. MOK Man Wai, Raymond","Sr Tech Offr(BS)/CMD2","2867 4253"
"Architectural Services Department","Architectural Branch,Central Management Division 2","Mr. FUNG Siu Ping","Sr C of Works/14","2154 3251"
"Architectural Services Department","Architectural Branch,Central Management Division 2","Mr. WONG Chun Hung, Roy","C of Works/41","2154 3266"
"Architectural Services Department","Central Management Division 2,Public Works Programme Section","Miss TAM Wai Kun, Isabel","CEO/Projects","2867 4017"
"Architectural Services Department","Central Management Division 2,Public Works Programme Section","Mr. LAU Kwan Wai, Chris","SEO/Projects","2867 4029"
"Architectural Services Department","Central Management Division 2,Public Works Programme Section","Mr. LAM Ka Yeung, Neil","EO/Projects A","2867 4019"
"Architectural Services Department","Central Management Division 2,Public Works Programme Section","Miss AU Pui Shan, Rachel","EO/Projects B","2867 4020"
"Architectural Services Department","Central Management Division 2,Public Works Programme Section","Ms. YEUNG Yuk King","CO/Projects","2867 4401"
"Architectural Services Department","Architectural Branch,Landscape Division","Mr. MUI Tung King, Tony","Ch Landscape Architect","2867 5798"
"Architectural Services Department","Architectural Branch,Landscape Division","Miss LEE Ho Man, Eva","Sr Landscape Architect/1","2867 2844"
"Architectural Services Department","Architectural Branch,Landscape Division","Ms. LAU Yau Yee, Patty","Sr Landscape Architect/2","2867 3885"
"Architectural Services Department","Architectural Branch,Landscape Division","Mr. MUI Tung King, Tony","Sr Landscape Architect/3","2867 5798"
"Architectural Services Department","Architectural Branch,Landscape Division","Miss YU Hoi Yan, Michelle","Landscape Architect/1","2867 3897"
"Architectural Services Department","Architectural Branch,Landscape Division","Mr. CHAN Chun Ho","Landscape Architect/2","2867 3780"
"Architectural Services Department","Architectural Branch,Landscape Division","Mr. PONG Yu Ling","Landscape Architect/3","2867 4319"
"Architectural Services Department","Architectural Branch,Landscape Division","Mr. CHUNG Pui Shun","Landscape Architect/4","2867 3886"
"Architectural Services Department","Architectural Branch,Landscape Division","Ms. LAU Yau Yee, Patty","Landscape Architect/5","2867 3885"
"Architectural Services Department","Architectural Branch,Landscape Division","Ms. CHU Suk Ha, Helen","Landscape Architect/6","2867 3887"
"Architectural Services Department","Architectural Branch,Landscape Division","Ms. TAM Im Fei","Landscape Architect/7","2867 3884"
"Architectural Services Department","Architectural Branch,Landscape Division","Mr. FOK Yin Wai","Landscape Architect/8","2867 3566"
"Architectural Services Department","Architectural Branch,Landscape Division","Ms. LEE Hin Yung, Vivian","Landscape Architect/11","2867 3873"
"Architectural Services Department","Architectural Branch,Architectural Drawing Records Unit","","",""
"Architectural Services Department","Architectural Branch,Technical Officer (Architectural) Grade Management Unit","Mr. LI Kwok Kit","Ch Tech Offr(A)/Adm","2867 3694"
"Architectural Services Department","Architectural Branch,Technical Officer (Architectural) Grade Management Unit","Mr. WONG Muk Wai, Richard","Ch Tech Offr(A)/Works","2867 3693"
"Architectural Services Department","Architectural Branch,Site Staff (New Works)","Mr. LAM Kwok Kit","Ch C of Works/Admin","2286 3526"
"Architectural Services Department","Architectural Branch,Site Staff (New Works)","Ms. WU Lai Wah, Nancy","EA/NW","2286 3525"
"Architectural Services Department","Site Staff (New Works),Zone 1","Mr. NG Kwok Kin","Ch C of Works/1","2416 4039"
"Architectural Services Department","Site Staff (New Works),Zone 1","Mr. FUNG Yau Tak, Panswek","Dist C of Works/HE","3705 3093"
"Architectural Services Department","Site Staff (New Works),Zone 1","Mr. FUNG Kwok Hung","Dist C of Works/HW","2529 0074"
"Architectural Services Department","Site Staff (New Works),Zone 2","Mr. NG Wai Kuen","Ch C of Works/2","3940 0300"
"Architectural Services Department","Site Staff (New Works),Zone 2","Mr. LEUNG  Kam Yuen, Edward","Dist C of Works/KT","3940 0301"
"Architectural Services Department","Site Staff (New Works),Zone 2","Mr. KOT Jauk San, Jackson","Dist C of Works/TS","2350 8433"
"Architectural Services Department","Site Staff (New Works),Zone 2","Mr. YEUNG Sui Ming","Dist C of Works/KE","3793 3570"
"Architectural Services Department","Site Staff (New Works),Zone 3","Mr. CHAN King Sang","Ch C of Works/3","2253 9700"
"Architectural Services Department","Site Staff (New Works),Zone 3","Mr. MOK Yui Fai","Dist C of Works/KS","2818 2528"
"Architectural Services Department","Site Staff (New Works),Zone 3","Mr. WONG Yiu Fai","Dist C of Works/KN","3595 5989"
"Architectural Services Department","Site Staff (New Works),Zone 3","Mr. TANG Cham Ping","Dist C of Works/KW","2253 9703"
"Architectural Services Department","Site Staff (New Works),Zone 4","Mr. YU Suen Chin","Ch C of Works/4","3703 5793"
"Architectural Services Department","Site Staff (New Works),Zone 4","Mr. TO Yun Cheong, Simon","Dist C of Works/LI","2307 5842"
"Architectural Services Department","Site Staff (New Works),Zone 4","Mr. CHUI Yin Wah","Dist C of Works/TK","2344 5600"
"Architectural Services Department","Site Staff (New Works),Zone 4","Mr. YAU Kam Tin, Kenneth","Dist C of Works/LT","3488 8295"
"Architectural Services Department","Site Staff (New Works),Zone 5","Mr. LEE Kam Wah, Francis","Ch C of Works/5","3547 0415"
"Architectural Services Department","Site Staff (New Works),Zone 5","Mr. LAU Wai Hong, Daniel","Dist C of Works/LG","2752 0502"
"Architectural Services Department","Site Staff (New Works),Zone 5","Mr. TUNG Chi Nam","Dist C of Works/NE","2849 2057"
"Architectural Services Department","Site Staff (New Works),Zone 5","Mr. LEUNG Kai Che","Dist C of Works/NN","2806 0592"
"Architectural Services Department","Site Staff (New Works),Zone 6","Mr. TAM King Man","Ch C of Works/6","6350 6386"
"Architectural Services Department","Site Staff (New Works),Zone 6","Mr. YAU Tin Shing","Dist C of Works/YL","3708 9388"
"Architectural Services Department","Site Staff (New Works),Zone 6","Mr. LI Chun Kut","Dist C of Works/TSW","2868 5227"
"Architectural Services Department","Site Staff (New Works),Zone 6","Mr. CHAN Wai Leung","Dist C of Works/TM","2321 8468"
"Architectural Services Department","Architectural Services Department,Central Management Division 1","Mr. SIN Kwok Leung, Alan","Ch Tech Adviser/CMD1","2867 3882"
"Architectural Services Department","Architectural Services Department,Central Management Division 1","Mr. FUNG Yiu Leung, John","Sr Architect/CMD1","2867 3656"
"Architectural Services Department","Architectural Services Department,Central Management Division 1","Mr. KWAN Wai Ming, Laurence","Sr Bldg Services Engr/CMD1","2867 3576"
"Architectural Services Department","Architectural Services Department,Central Management Division 1","Mr. KOON Sai Wing","Sr Maintenance Surveyor/CMD1","2867 3575"
"Architectural Services Department","Architectural Services Department,Central Management Division 1","Mr. WONG Wing Hong, Wingo","Sr Quantity Surveyor/CMD1","2867 3750"
"Architectural Services Department","Architectural Services Department,Central Management Division 1","Mr. CHAN Wing Chuen, William","Tech Secy/4","2867 3626"
"Architectural Services Department","Architectural Services Department,Central Management Division 1","Ms. WAN Chi Ying","Architect/CMD1","2867 4887"
"Architectural Services Department","Architectural Services Department,Central Management Division 1","Mr. CHEUNG Man Chun, German","Bldg Services Engr/CMD1","2867 8092"
"Architectural Services Department","Architectural Services Department,Central Management Division 1","Ms. TANG Wing Chi, Gloria","Structural Engr/CMD1","2867 3579"
"Architectural Services Department","Architectural Services Department,Central Management Division 1","Mr. WING Tai Wai, David","Maintenance Surveyor/CMD1","2867 3479"
"Architectural Services Department","Architectural Services Department,Central Management Division 1","Mr. YOUNG Hoi Ho, Ivo","Quantity Surveyor/CMD1","2867 2830"
"Architectural Services Department","Architectural Services Department,Central Management Division 1","Miss LAU Man Yee, Karen","SEO/CMD1","2867 4778"
"Architectural Services Department","Architectural Services Department,Central Management Division 1","Miss CHAN Chor Wan, Jackie","SCO/CMD1","2867 4210"
"Architectural Services Department","Central Management Division 1,Training Section","Ms. CHUNG Wai Si, Casslie","Ch Trg Offr","2867 3636"
"Architectural Services Department","Central Management Division 1,Training Section","Ms. CHUNG Wai Si, Casslie","Sr Trg Offr","2867 3636"
"Architectural Services Department","Central Management Division 1,Training Section","Mr. KWOK Wing Wo, Martie","Trg Offr","2867 3637"
"Architectural Services Department","Central Management Division 1,Training Section","Ms. WONG Hay Man, Jolly","Trg Offr(SD)","2867 5797"
"Architectural Services Department","Architectural Services Department,Building Services Branch","","",""
"Architectural Services Department","Building Services Branch,Division 1","Mr. YIU Wai Keung","Ch Bldg Services Engr/1","2867 3499"
"Architectural Services Department","Building Services Branch,Division 1","Mr. WAN Siu Yiu, Kennis","Sr Bldg Services Engr/1A","2867 3507"
"Architectural Services Department","Building Services Branch,Division 1","Mr. YU Pak Kay, Paul","Sr Bldg Services Engr/1C","2867 4077"
"Architectural Services Department","Building Services Branch,Division 1","Mr. LOK Ka Wai, Gary","Bldg Services Engr/1A/1","2867 4062"
"Architectural Services Department","Building Services Branch,Division 1","Ms. FONG Wing Shan, Sandy","Bldg Services Engr/1A/3","2867 4184"
"Architectural Services Department","Building Services Branch,Division 1","Miss LEUNG Wing Yan","Bldg Services Engr/1C/1","2867 4064"
"Architectural Services Department","Building Services Branch,Division 1","Ms. FUNG Lai Shan","Bldg Services Engr/1C/2","2867 4071"
"Architectural Services Department","Building Services Branch,Division 1","Mr. CHENG Ka Yiu, Keith","Bldg Services Engr/1C/5","2867 3415"
"Architectural Services Department","Building Services Branch,Division 1","Mr. CHENG Mang Kong","Electrical and Mechanical Engr/1A/4","2867 4056"
"Architectural Services Department","Building Services Branch,Division 1","Mr. NG Ying Chung","Prin Tech Offr(BS)/1","2867 4066"
"Architectural Services Department","Building Services Branch,Division 1","Mr. TANG Wan Cheung","Sr Tech Offr(BS)/1A/2","2867 3503"
