"機構","姓名","職位","辦公室電話"
"食物環境衞生署","劉利群 女士, 太平紳士","食物環境衞生署署長","2867 5333"
"食物環境衞生署","黃福來 先生","食物環境衞生署副署長(行政及發展)","2867 5687"
"食物環境衞生署","懸空 ","食物環境衞生署副署長(環境衞生)","2867 5347"
"食物環境衞生署","何玉賢 醫生, 太平紳士","食物安全專員","2867 5500"
"食物環境衞生署","賴黃淑嫻 女士, 太平紳士","私營骨灰安置所事務專員","2350 7388"
""
"機構","服務名稱","辦公室電話"
"食物環境衞生署","查詢及投訴熱線(食物環境衞生署)","2868 0000"
""
"機構","部門","姓名","職位","辦公室電話"
"食物環境衞生署","行政科,聘用組","吳惠雯 女士","文書主任(聘用2)2","2867 5576"
"食物環境衞生署","行政科,聘用組","莫蕙芬 女士","文書主任(聘用)3","2867 5741"
"食物環境衞生署","行政科,聘用組","姚文媛 女士","高級行政主任(聘用)特別職務","2867 5751"
"食物環境衞生署","行政科,投訴管理組","鄭偉燕 女士","總行政主任(投訴管理)","2867 5301"
"食物環境衞生署","行政科,投訴管理組","劉國晃 先生","高級行政主任(投訴管理)1","2867 5303"
"食物環境衞生署","行政科,投訴管理組","李凱璇 女士","高級行政主任(投訴管理)2","2867 5304"
"食物環境衞生署","行政科,投訴管理組","梁顯強 先生","高級行政主任(投訴管理)3","2867 5305"
"食物環境衞生署","行政科,投訴管理組","張宇詠 女士","高級行政主任(投訴管理)4","2867 5306"
"食物環境衞生署","行政科,投訴管理組","陳丹娜 女士","行政主任(投訴管理)","2867 5307"
"食物環境衞生署","行政科,投訴管理組","楊樊寶明 女士","文書主任(投訴管理)","2867 5308"
"食物環境衞生署","行政科,投訴管理組","廖珮玲 女士","助理文書主任(投訴管理)1","2867 5309"
"食物環境衞生署","行政科,投訴管理組","黃燕茵 女士","助理文書主任(投訴管理)2","2867 5302"
"食物環境衞生署","行政科,紀律組","黃玉賢 先生","總行政主任(紀律)","2867 5468"
"食物環境衞生署","行政科,紀律組","潘妙美 女士","高級行政主任(紀律)1","2867 5980"
"食物環境衞生署","行政科,紀律組","李新富 先生","高級行政主任(紀律)2","2867 5495"
"食物環境衞生署","行政科,紀律組","楊蔭眠 先生","行政主任(紀律)1","2867 5786"
"食物環境衞生署","行政科,紀律組","謝永謙 先生","行政主任(紀律)2","2867 5026"
"食物環境衞生署","行政科,紀律組","楊金莉 女士","行政主任(紀律)3","2867 5120"
"食物環境衞生署","行政科,紀律組","傅詠斯 女士","行政主任(紀律)4","2867 5264"
"食物環境衞生署","行政科,紀律組","郭海濤 先生","高級文書主任(紀律)","2867 5960"
"食物環境衞生署","行政科,紀律組","劉細珠 女士","文書主任(員工管理)紀律","2867 5961"
"食物環境衞生署","行政科,紀律組","陳碧儀 女士","文書主任(員工管理)評核","2867 5168"
"食物環境衞生署","行政科,紀律組","王厚賢 女士","文書主任(員工管理)終止僱用","2867 5058"
"食物環境衞生署","行政科,人事及編制組","譚秉基 先生","總行政主任(人事)","2867 5547"
"食物環境衞生署","人事及編制組,服務條件小組","鄺倩儇 女士","高級行政主任(服務條件)","2867 5243"
"食物環境衞生署","人事及編制組,服務條件小組","盧潔儀 女士","行政主任(服務條件)1","2867 5559"
"食物環境衞生署","人事及編制組,服務條件小組","張楨韜 先生","行政主任(服務條件)2","2867 5624"
"食物環境衞生署","人事及編制組,服務條件小組","李光達 先生","行政主任(服務條件)3","2867 5437"
"食物環境衞生署","人事及編制組,服務條件小組","黎巧雲 女士","高級文書主任(服務條件)","2867 5159"
"食物環境衞生署","人事及編制組,服務條件小組","陳鳳祥 先生","文書主任(服務條件)1","2867 5223"
"食物環境衞生署","人事及編制組,服務條件小組","曾德朗 先生","文書主任(服務條件)2","2867 5782"
"食物環境衞生署","人事及編制組,服務條件小組","黃靜思 女士","文書主任(服務條件)3","2867 5722"
"食物環境衞生署","人事及編制組,服務條件小組","鍾雪兒 女士","助理文書主任(服務條件)11","2867 5269"
"食物環境衞生署","人事及編制組,服務條件小組","丘恒凌 先生","助理文書主任(服務條件)12","2867 5636"
"食物環境衞生署","人事及編制組,服務條件小組","張曉琳 女士","助理文書主任(服務條件)13","2867 5081"
"食物環境衞生署","人事及編制組,服務條件小組","何秀賢 女士","助理文書主任(服務條件)21","2867 5627"
"食物環境衞生署","人事及編制組,服務條件小組","陳寶玲 女士","助理文書主任(服務條件)22","2867 5281"
"食物環境衞生署","人事及編制組,服務條件小組","陳淑欣 女士","助理文書主任(服務條件)23","2867 5027"
"食物環境衞生署","人事及編制組,服務條件小組","袁偉光 先生","助理文書主任(服務條件)31","2867 5165"
"食物環境衞生署","人事及編制組,編制小組","岑偉邦 先生","高級行政主任(編制)","2867 5617"
"食物環境衞生署","人事及編制組,編制小組","懸空 ","行政主任(編制)","2867 5374"
"食物環境衞生署","人事及編制組,編制小組","杜嘉碧 女士","高級文書主任(編制)","2867 5238"
"食物環境衞生署","人事及編制組,編制小組","黃新嬌 女士","助理文書主任(編制)","2867 5988"
"食物環境衞生署","人事及編制組,員工關係及福利小組","鄧敏聰 女士","高級行政主任(員工關係及員工福利)","2867 5731"
"食物環境衞生署","人事及編制組,員工關係及福利小組","王曉丹 女士","行政主任(員工關係)1","2867 5732"
"食物環境衞生署","人事及編制組,員工關係及福利小組","邵樂婷 女士","行政主任(員工關係)2","2867 5737"
"食物環境衞生署","人事及編制組,員工關係及福利小組","陳翠雯 女士","行政主任(員工福利)1","3141 1283"
"食物環境衞生署","人事及編制組,員工關係及福利小組","何月嫻 女士","行政主任(員工福利)2","3141 1285"
"食物環境衞生署","人事及編制組,員工關係及福利小組","方倩瑤 女士","行政主任(員工福利)3","3141 1286"
"食物環境衞生署","人事及編制組,員工關係及福利小組","王佩英 女士","文書主任(員工關係及員工福利)","2867 5738"
"食物環境衞生署","人事及編制組,員工關係及福利小組","林珍 女士","助理文書主任(員工關係及員工福利)1","2867 5740"
"食物環境衞生署","人事及編制組,員工關係及福利小組","譚耀興 先生","助理文書主任(員工關係及員工福利)2","3141 1287"
"食物環境衞生署","行政科,一般行政組","郭秀芬 女士","總行政主任(行政)","2867 5456"
"食物環境衞生署","行政科,一般行政組","懸空 ","高級行政主任(總務)1","2867 5455"
"食物環境衞生署","行政科,一般行政組","林雅芝 女士","高級行政主任(總務)2","2867 5707"
"食物環境衞生署","行政科,一般行政組","李明心 女士","高級行政主任(總務)3","2867 5235"
"食物環境衞生署","行政科,一般行政組","翁文聰 女士","高級行政主任(總務)4","2867 5063"
"食物環境衞生署","行政科,一般行政組","黃家聰 先生","高級職業安全主任","2867 5556"
"食物環境衞生署","行政科,一般行政組","卓漢明 先生","職業安全主任","2867 5384"
"食物環境衞生署","行政科,一般行政組","梁君溢 先生","行政主任(總務)1","2867 5017"
"食物環境衞生署","行政科,一般行政組","熊文緯 先生","行政主任(總務)2","2867 5557"
"食物環境衞生署","行政科,一般行政組","黃子龍 先生","行政主任(總務)3","2867 5592"
"食物環境衞生署","行政科,一般行政組","岑慧玲 女士","高級文書主任(總務)","2867 5958"
"食物環境衞生署","行政科,一般行政組","林秀芬 女士","文書主任(總務)1","2867 5781"
"食物環境衞生署","行政科,一般行政組","梁壽安 先生","助理文書主任(總務)1","2867 5126"
"食物環境衞生署","行政科,一般行政組","黃慧珠 女士","文書主任(總務)3","2867 5123"
"食物環境衞生署","行政科,一般行政組","吳子健 先生","助理文書主任(總務3)1","2867 5019"
"食物環境衞生署","行政科,一般行政組","李美嬌 女士","助理文書主任(總務3)2","2867 5785"
"食物環境衞生署","行政科,一般行政組","周楚怡 女士","助理文書主任(總務3)3","2867 5254"
"食物環境衞生署","行政科,一般行政組","陳國棟 先生","文書主任(收發)","2867 5593"
"食物環境衞生署","行政科,一般行政組","吳秀芳 女士","助理文書主任(收發)","2867 5703"
"食物環境衞生署","行政科,一般行政組","林嘉儀 女士","二級物料供應員(行政)","2867 5082"
"食物環境衞生署","行政科,防治蟲鼠事務諮詢組","李明偉 先生","防治蟲鼠主任主管","3188 2054"
"食物環境衞生署","行政科,防治蟲鼠事務諮詢組","懸空 ","顧問(防治蟲鼠)","3188 2758"
"食物環境衞生署","行政科,防治蟲鼠事務諮詢組","陳樂瑤 先生","行政主任(防治蟲鼠事務諮詢組)","3188 2406"
"食物環境衞生署","防治蟲鼠事務諮詢組,疾病應變及教育小組","霍明茵 女士","疾病應變及教育小組主管","3188 2344"
"食物環境衞生署","防治蟲鼠事務諮詢組,疾病應變及教育小組","袁智強 先生","防治蟲鼠主任(疾病應變及教育)","3188 2319"
"食物環境衞生署","防治蟲鼠事務諮詢組,疾病應變及教育小組","劉振威 先生","助理防治蟲鼠主任(疾病應變及教育)1","3188 2293"
"食物環境衞生署","防治蟲鼠事務諮詢組,疾病應變及教育小組","譚凱鈴 女士","助理防治蟲鼠主任(疾病應變及教育)2","3188 2519"
"食物環境衞生署","防治蟲鼠事務諮詢組,蚊類風險評估及諮詢小組","梁志華 先生","蚊類風險評估及諮詢小組主管","3188 2175"
"食物環境衞生署","防治蟲鼠事務諮詢組,蚊類風險評估及諮詢小組","梁美誼 女士","防治蟲鼠主任(蚊類風險評估及諮詢)1","3188 2259"
"食物環境衞生署","防治蟲鼠事務諮詢組,蚊類風險評估及諮詢小組","嚴淑美 女士","防治蟲鼠主任(蚊類風險評估及諮詢)2","3188 2235"
"食物環境衞生署","防治蟲鼠事務諮詢組,港口病媒監察小組","曾智欣 女士","港口病媒監察小組主管","3188 2549"
"食物環境衞生署","防治蟲鼠事務諮詢組,港口病媒監察小組","梁子偉 先生","防治蟲鼠主任(港口病媒監察)1","3188 2542"
"食物環境衞生署","防治蟲鼠事務諮詢組,港口病媒監察小組","謝斌 先生","防治蟲鼠主任(港口病媒監察)2","3188 2571"
"食物環境衞生署","防治蟲鼠事務諮詢組,鼠類風險評估及諮詢小組","張家潤 先生","鼠類風險評估及諮詢小組主管","3188 2517"
"食物環境衞生署","防治蟲鼠事務諮詢組,鼠類風險評估及諮詢小組","葉維翰 先生","防治蟲鼠主任(鼠類風險評估及諮詢)1","3188 2561"
"食物環境衞生署","防治蟲鼠事務諮詢組,鼠類風險評估及諮詢小組","陳家龍 先生","防治蟲鼠主任(鼠類風險評估及諮詢)2","3188 2270"
"食物環境衞生署","防治蟲鼠事務諮詢組,技術支援小組","曾頴詩 女士","技術支援小組主管","3188 2540"
"食物環境衞生署","防治蟲鼠事務諮詢組,技術支援小組","潘耀南 先生","防治蟲鼠主任(技術支援)","3188 2574"
"食物環境衞生署","行政科,策劃及拓展組","張淑端 女士","總行政主任(策劃)","3141 1222"
"食物環境衞生署","行政科,策劃及拓展組","鄧小緻 女士","高級行政主任(策劃)1","3141 1223"
"食物環境衞生署","行政科,策劃及拓展組","容麗嫦 女士","高級行政主任(策劃)2","3141 1225"
"食物環境衞生署","行政科,策劃及拓展組","馮淑瑜 女士","高級行政主任(策劃)3","3141 1226"
"食物環境衞生署","行政科,策劃及拓展組","羅福英 女士","高級行政主任(策劃)4","3141 1227"
"食物環境衞生署","行政科,策劃及拓展組","張明慧 女士","高級行政主任(策劃)5","3141 1228"
"食物環境衞生署","行政科,策劃及拓展組","杜志華 先生","高級行政主任(策劃)6","3141 1216"
"食物環境衞生署","行政科,策劃及拓展組","劉志漢 先生","行政主任(策劃)1","3141 1229"
"食物環境衞生署","行政科,策劃及拓展組","曾秀怡 女士","行政主任(策劃)2","3141 1230"
"食物環境衞生署","行政科,策劃及拓展組","莊文瀚 先生","行政主任(策劃)3","3141 1231"
"食物環境衞生署","行政科,策劃及拓展組","吳司頌 女士","行政主任(策劃)4","3141 1232"
"食物環境衞生署","行政科,策劃及拓展組","黃文琪 女士","行政主任(策劃)5","3141 1233"
"食物環境衞生署","行政科,策劃及拓展組","虞韻璇 女士","行政主任(策劃)6","3141 1213"
"食物環境衞生署","行政科,策劃及拓展組","譚淑蘭 女士","高級文書主任(策劃)","3141 1200"
"食物環境衞生署","行政科,翻譯組","杜芷筠 女士","總法定語文主任","2923 5377"
"食物環境衞生署","行政科,翻譯組","梁健文 先生","高級法定語文主任(1)","2923 5394"
"食物環境衞生署","行政科,翻譯組","吳耀麟 先生","高級法定語文主任(2)","2923 5396"
"食物環境衞生署","行政科,翻譯組","梁德慧 女士","高級法定語文主任(3)","2923 5361"
"食物環境衞生署","行政科,翻譯組","余碧瑤 女士","高級法定語文主任(4)","2923 5351"
"食物環境衞生署","行政科,翻譯組","蔡美雯 女士","一級法定語文主任(1)A","2923 5395"
"食物環境衞生署","行政科,翻譯組","何秀卿 女士","一級法定語文主任(1)B","2923 5359"
"食物環境衞生署","行政科,翻譯組","雷麗貞 女士","一級法定語文主任(1)C","2923 5380"
"食物環境衞生署","行政科,翻譯組","謝穎詩 女士","一級法定語文主任(2)A","2923 5350"
"食物環境衞生署","行政科,翻譯組","郭崇韻 女士","一級法定語文主任(2)B","2923 5382"
"食物環境衞生署","行政科,翻譯組","李文直 先生","一級法定語文主任(2)C","2923 5386"
"食物環境衞生署","行政科,翻譯組","秦惠儀 女士","一級法定語文主任(3)A","2923 5362"
"食物環境衞生署","行政科,翻譯組","吳鈞怡 女士","一級法定語文主任(3)B","2923 5355"
"食物環境衞生署","行政科,翻譯組","葉綺蓮 女士","一級法定語文主任(3)C","2923 5353"
"食物環境衞生署","行政科,翻譯組","李薔薇 女士","一級法定語文主任(4)B","2923 5357"
"食物環境衞生署","行政科,翻譯組","鄧兆聰 先生","一級法定語文主任(4)C","2923 5356"
"食物環境衞生署","行政科,運輸組","鄧文峰 先生","政府車輛事務經理","2309 2047"
"食物環境衞生署","行政科,運輸組","袁子健 先生","總政府車輛事務主任(行動)1","2309 2052"
"食物環境衞生署","行政科,運輸組","譚宗榮 先生","總政府車輛事務主任(行動)2","2309 2049"
"食物環境衞生署","行政科,運輸組","余甘勤 女士","總政府車輛事務主任(行動)3","2309 2310"
"食物環境衞生署","行政科,運輸組","李國祥 先生","高級政府車輛事務主任(管理)","2309 2062"
"食物環境衞生署","運輸組,管理分組","唐永文 先生","一級政府車輛事務主任(管理)","2309 2057"
"食物環境衞生署","運輸組,行動分組","","",""
"食物環境衞生署","行動分組,第一行動","鄧旭剛 先生","一級政府車輛事務主任(香港)","2309 2410,2570 0246"
"食物環境衞生署","行動分組,第一行動","甘柏基 先生","二級政府車輛事務主任(香港)1","2806 3011"
"食物環境衞生署","行動分組,第一行動","方敏璇 女士","二級政府車輛事務主任(香港)2","2571 7288"
"食物環境衞生署","行動分組,第一行動","丁保男 先生","二級政府車輛事務主任(香港)夜更","2806 3175"
"食物環境衞生署","第一行動,行動支援","施保任 先生","一級政府車輛事務主任(行動支援)","2309 2175"
"食物環境衞生署","行動分組,第二行動","溫承浩 先生","一級政府車輛事務主任(九龍)","2309 2347"
"食物環境衞生署","行動分組,第二行動","招兆宇 先生","二級政府車輛事務主任(九龍)1","2309 2063"
"食物環境衞生署","行動分組,第二行動","馬錦成 先生","二級政府車輛事務主任(九龍)2","2340 6242"
"食物環境衞生署","行動分組,第二行動","張子駒 先生","二級政府車輛事務主任(九龍)夜更","2309 2067"
"食物環境衞生署","第二行動,技術支援","梁恩傑 先生","機械督察","2309 2026"
"食物環境衞生署","第二行動,技術支援","陳子潔 女士","助理機械督察","2309 2025"
"食物環境衞生署","行動分組,第三行動","施美雅 女士","一級政府車輛事務主任(新界)","2309 2214"
"食物環境衞生署","行動分組,第三行動","梁珏基 先生","二級政府車輛事務主任(新界)1","2424 2556"
"食物環境衞生署","行動分組,第三行動","何耀祖 先生","二級政府車輛事務主任(新界)4","2445 3681"
"食物環境衞生署","行動分組,第三行動","鍾朝豐 先生","二級政府車輛事務主任(新界)2","2604 4171"
"食物環境衞生署","行動分組,第三行動","朱景麟 先生","二級政府車輛事務主任(新界)3","2656 9208"
"食物環境衞生署","行動分組,第三行動","何耀祖 先生","二級政府車輛事務主任(新界)夜更","2424 2829"
"食物環境衞生署","第三行動,行政","杜錦輝 先生","行政主任(運輸)1","2309 2402"
"食物環境衞生署","第三行動,行政","黃俊航 先生","行政主任(運輸)2","2309 2470"
"食物環境衞生署","第三行動,行政","龍美玲 女士","文書主任(運輸)1","2309 2053"
"食物環境衞生署","第三行動,行政","岑紫冰 女士","文書主任(運輸)2","2309 2051"
"食物環境衞生署","行政及發展部,職系管理及發展科","趙汝洲 先生","助理署長(職系管理及發展)","2867 5522"
"食物環境衞生署","職系管理及發展科,職系管理組","廖志偉 先生","職系經理(衞生督察)","3141 1260"
"食物環境衞生署","職系管理及發展科,職系管理組","鄭區鳳珍 女士","職系經理(管工及小販管理)","3141 1268"
"食物環境衞生署","職系管理及發展科,職系管理組","凌榮昌 先生","副職系經理(衞生督察)1","3141 1261"
"食物環境衞生署","職系管理及發展科,職系管理組","楊志明 先生","副職系經理(衞生督察)2","3141 1262"
"食物環境衞生署","職系管理及發展科,職系管理組","陳翠敏 女士","副職系經理(管工及小販管理)","3141 1269"
"食物環境衞生署","職系管理及發展科,職系管理組","馮慧心 女士","行政主任(管工及小販管理)1","3141 1270"
"食物環境衞生署","職系管理及發展科,職系管理組","曾美琪 女士","行政主任(管工及小販管理)2","3141 1271"
"食物環境衞生署","職系管理及發展科,職系管理組","余芷儀 女士","行政主任(衞生督察)","3141 1265"
"食物環境衞生署","職系管理及發展科,職系管理組","劉錦華 先生","首席小販管理主任(職系管理)","3141 1272"
"食物環境衞生署","職系管理及發展科,職系管理組","周耀明 先生","高級巡察員(職系管理)","3141 1273"
"食物環境衞生署","職系管理及發展科,職系管理組","李福興 女士","文書主任(職系管理組)","3141 1282"
"食物環境衞生署","職系管理及發展科,服務質素檢定組","黎家傑 先生","高級總監(服務質素檢定)","2867 5775"
"食物環境衞生署","服務質素檢定組,支援小組","黃宏文 先生","高級行政主任(服務質素檢定)","2867 5778"
"食物環境衞生署","服務質素檢定組,支援小組","張翠玲 女士","行政主任(服務質素檢定)1","2867 5777"
"食物環境衞生署","服務質素檢定組,支援小組","黃琳欣 女士","行政主任(服務質素檢定)2","2867 5776"
"食物環境衞生署","服務質素檢定組,支援小組","李來德 先生","文書主任(服務質素檢定)","2867 5773"
"食物環境衞生署","服務質素檢定組,支援小組","黎曉茵 女士","助理文書主任(服務質素檢定)1","2867 5780"
"食物環境衞生署","服務質素檢定組,支援小組","謝海量 先生","助理文書主任(服務質素檢定)2","2867 5774"
"食物環境衞生署","服務質素檢定組,支援小組","郭曉茵 女士","文書助理(服務質素檢定)","2867 5779"
"食物環境衞生署","服務質素檢定組,行動小組","洪偉強 先生","高級衛生督察(服務質素檢定)1","2867 5764"
"食物環境衞生署","服務質素檢定組,行動小組","懸空 ","高級衞生督察(服務質素檢定)2","2867 5769"
"食物環境衞生署","服務質素檢定組,行動小組","曾月霞 女士","高級衞生督察(服務質素檢定)3","2867 5736"
"食物環境衞生署","服務質素檢定組,行動小組","嚴耀忠 先生","高級衞生督察(服務質素檢定)4","2867 5770"
"食物環境衞生署","服務質素檢定組,行動小組","黃仲鈁 先生","衞生督察(服務質素檢定)1","2867 5765"
"食物環境衞生署","服務質素檢定組,行動小組","伍志豪 先生","衞生督察(服務質素檢定)2","2867 5768"
"食物環境衞生署","服務質素檢定組,行動小組","陳偉明 先生","衞生督察(服務質素檢定)3","2867 5766"
"食物環境衞生署","服務質素檢定組,行動小組","魏進良 先生","衞生督察(服務質素檢定)4","2867 5790"
"食物環境衞生署","服務質素檢定組,行動小組","懸空 ","衞生督察(服務質素檢定)5","2867 5767"
"食物環境衞生署","服務質素檢定組,行動小組","朱潔屏 女士","衞生督察(服務質素檢定)6","2867 5772"
"食物環境衞生署","服務質素檢定組,行動小組","懸空 ","衞生督察(服務質素檢定)7","2867 5772"
"食物環境衞生署","服務質素檢定組,行動小組","梁詩禮 先生","衞生督察(服務質素檢定)8","2867 5791"
"食物環境衞生署","服務質素檢定組,行動小組","林麗珠 女士","衞生督察(服務質素檢定)13","2867 5767"
"食物環境衞生署","服務質素檢定組,行動小組","懸空 ","衞生督察(服務質素檢定)14","2867 5772"
"食物環境衞生署","行動小組,中央調查隊","廖建宗 先生","衞生督察(服務質素檢定)9","2867 5743"
"食物環境衞生署","行動小組,中央調查隊","姚恩芳 女士","衞生督察(服務質素檢定)10","2867 5744"
"食物環境衞生署","行動小組,中央調查隊","聶順賢 先生","衞生督察(服務質素檢定)11","2867 5746"
"食物環境衞生署","行動小組,中央調查隊","懸空 ","衞生督察(服務質素檢定)12","2867 5790"
"食物環境衞生署","行動小組,中央調查隊","周曉彤 女士","行政主任(中央調查隊)","2867 5793"
"食物環境衞生署","職系管理及發展科,訓練組","甘澤輝 先生","總訓練主任","2746 4100"
"食物環境衞生署","訓練組,一般訓練及支援服務小組","廖雪梅 女士","高級訓練主任(訓練組)","2746 4148"
"食物環境衞生署","訓練組,一般訓練及支援服務小組","黎芷珊 女士","訓練主任(訓練組)","2746 4103"
"食物環境衞生署","訓練組,一般訓練及支援服務小組","陳啟德 先生","行政主任(訓練組)","2746 4152"
"食物環境衞生署","訓練組,一般訓練及支援服務小組","陳長群 女士","高級文書主任(訓練組)","2746 4105"
"食物環境衞生署","訓練組,一般訓練及支援服務小組","陳倫發 先生","文書主任(訓練組)","2746 4115"
"食物環境衞生署","訓練組,職業訓練小組","謝紀昌 先生","訓練組衞生總監","2746 4120"
"食物環境衞生署","職業訓練小組,食物、衞生及街市訓練分組","郭翠華 女士","高級衞生督察(食物、衞生及街市訓練)1","2746 4112"
"食物環境衞生署","職業訓練小組,食物、衞生及街市訓練分組","黎卓斌 先生","高級衞生督察(食物、衞生及街市訓練)2","2746 4108"
"食物環境衞生署","職業訓練小組,食物、衞生及街市訓練分組","何榮琴 女士","高級衞生督察(食物、衞生及街市訓練)3","2746 4211"
"食物環境衞生署","職業訓練小組,食物、衞生及街市訓練分組","鄧耀恒 先生","高級衞生督察(食物、衞生及街市訓練)4","2746 4124"
"食物環境衞生署","職業訓練小組,食物、衞生及街市訓練分組","張嬋真 女士","高級衞生督察(食物、衞生及街市訓練)5","2746 4113"
"食物環境衞生署","職業訓練小組,食物、衞生及街市訓練分組","楊寶靜 女士","衞生督察(食物、衞生及街市訓練)1","2746 4210"
"食物環境衞生署","職業訓練小組,食物、衞生及街市訓練分組","梁仲文 先生","衞生督察(食物、衞生及街市訓練)2","2746 4114"
"食物環境衞生署","職業訓練小組,食物、衞生及街市訓練分組","馮文達 先生","高級巡察員(食物、衞生及街市訓練)","2746 4209"
"食物環境衞生署","職業訓練小組,小販管理訓練分組","鄭永輝 先生","訓練經理(特別職務)","2746 4149"
"食物環境衞生署","職業訓練小組,小販管理訓練分組","趙偉業 先生","高級衞生督察(小販管理訓練)","2746 4140"
"食物環境衞生署","職業訓練小組,小販管理訓練分組","伍兆乾 先生","總小販管理主任(小販管理訓練)","2746 4141"
"食物環境衞生署","職業訓練小組,小販管理訓練分組","譚國強 先生","高級小販管理主任(小販管理訓練)1","2746 4143"
"食物環境衞生署","職業訓練小組,小販管理訓練分組","邱耀基 先生","高級小販管理主任(小販管理訓練)2","2746 4144"
"食物環境衞生署","職業訓練小組,小販管理訓練分組","懸空 ","高級小販管理主任(小販管理訓練)3","2746 4142"
"食物環境衞生署","職業訓練小組,小販管理訓練分組","區光榮 先生","小販管理主任(小販管理訓練)1","2746 4146"
"食物環境衞生署","職業訓練小組,小販管理訓練分組","羅笑英 女士","小販管理主任(小販管理訓練)2","2746 4145"
"食物環境衞生署","職系管理及發展科,服務外批組","張麗娟 女士","高級總監(服務外批)","2923 5370"
"食物環境衞生署","職系管理及發展科,服務外批組","梁仲康 先生","總監(服務外批)","2923 5366"
"食物環境衞生署","職系管理及發展科,服務外批組","譚家昌 先生","衞生總督察(服務外批)1","2923 5373"
"食物環境衞生署","職系管理及發展科,服務外批組","胡詠莊 女士","衞生總督察(服務外批)2","2923 5368"
"食物環境衞生署","職系管理及發展科,服務外批組","林玉嫦 女士","衞生總督察(服務外批)3","2923 5336"
"食物環境衞生署","職系管理及發展科,服務外批組","莊宏偉 先生","衞生總督察(服務外批)4","2923 5363"
"食物環境衞生署","職系管理及發展科,服務外批組","何裕同 先生","高級衞生督察(服務外批)1","2923 5369"
"食物環境衞生署","職系管理及發展科,服務外批組","黃喜滿 先生","高級衞生督察(服務外批)2","2923 5374"
"食物環境衞生署","職系管理及發展科,服務外批組","李玉鳳 女士","高級衞生督察(服務外批)3","2923 5367"
"食物環境衞生署","職系管理及發展科,管理參議、調查及統計組","何蘊青 女士","管理參議監督","2923 5345"
"食物環境衞生署","管理參議、調查及統計組,調查及統計小組","李寶山 先生","統計師","2923 5305"
"食物環境衞生署","管理參議、調查及統計組,調查及統計小組","黃秀霞 女士","高級統計主任","2923 5302"
"食物環境衞生署","管理參議、調查及統計組,調查及統計小組","羅燦榮 先生","一級統計主任(1)","2923 5303"
"食物環境衞生署","管理參議、調查及統計組,調查及統計小組","李素雁 女士","一級統計主任(2)","2923 5301"
"食物環境衞生署","管理參議、調查及統計組,調查及統計小組","溫瑞愉 女士","助理文書主任(調查及統計)","2923 5300"
"食物環境衞生署","管理參議、調查及統計組,管理參議小組","謝萬儀 女士","管理參議助理監督(1)","2923 5346"
"食物環境衞生署","管理參議、調查及統計組,管理參議小組","胡欽輝 先生","管理參議助理監督(2)","2923 5347"
"食物環境衞生署","管理參議、調查及統計組,管理參議小組","方子健 先生","管理參議助理監督(3)","2923 5392"
